CD_MUN;NM_MUN;YIELD_2000;YIELD_2001;YIELD_2002;YIELD_2003;YIELD_2004;YIELD_2005;YIELD_2006;YIELD_2007;YIELD_2008;YIELD_2009;YIELD_2010;YIELD_2011;YIELD_2012;YIELD_2013;YIELD_2014;YIELD_2015;YIELD_2016;YIELD_2017;YIELD_2018;YIELD_2019;YIELD_2020
3519600;Ibitinga;60000;60000;80000;100000;100000;79475;100000;80000;85000;85000;110000;110000;100000;100000;83000;85000;95000;95000;85016;75000;82000
3519055;Holambra;NA;80000;80000;100000;100000;99329;100000;100000;110000;110000;52000;100000;85000;85000;60000;60000;130000;130000;130000;130000;130000
3510104;Cândido Rodrigues;90000;90000;90000;100000;100000;99329;100000;100000;100000;90000;90000;90000;80640;80640;60200;60200;62000;68625;80000;90000;87000
3517802;Guaraçaí;80000;100000;99940;100000;100000;83680;90000;90000;90000;90000;90000;90000;70000;70000;70000;70000;70000;70000;70000;70000;70000
3510153;Canitar;100000;40000;100000;100000;100000;99329;60000;70000;70000;70000;70000;71795;80000;86630;80000;75000;71000;71000;65000;70000;78960
3525854;Jumirim;100000;100000;100000;100000;100000;99328;80000;80000;100000;75000;65000;65000;80000;100000;100000;100000;100000;100000;100000;75000;100000
3528106;Macaubal;NA;130000;100000;100000;100000;98899;120000;90000;90000;90000;90000;90000;80000;95625;80000;70000;70000;70000;70000;80000;80000
3517406;Guaíra;90000;80000;100377;110000;100000;102000;95000;100000;92727;87719;100000;90000;80000;90000;85000;85000;85000;85000;85000;85000;85000
3521606;Irapuru;NA;NA;124900;116504;100000;77477;130000;120000;100000;110000;110000;110000;70000;75000;60000;70000;70000;70000;70000;70000;70000
3535903;Paranapuã;NA;90000;90000;120967;100000;89380;90000;60000;90000;70000;110000;120000;100000;97000;90000;100000;85000;90000;90000;90000;90000
3543105;Ribeirão Corrente;110000;110000;110000;140000;100000;118679;100000;100000;100000;100000;100000;90000;75000;75000;65000;70000;75000;75000;75000;73333;80000
3525607;João Ramalho;60000;80000;80000;102351;102351;88228;70000;70000;73150;80000;80000;72000;70000;72572;63000;76000;68454;70992;65871;65871;67331
3522000;Itaju;NA;80000;80000;80000;104000;84446;81000;102600;80000;97000;97000;97000;75000;77817;70000;77000;77000;77000;75000;75000;75000
3555703;União Paulista;100000;120000;73846;120000;104000;99357;120000;90000;90000;90000;90000;90000;90000;110000;80000;100000;100000;100000;100000;80000;80000
3513306;Cruzália;NA;100000;NA;116413;105000;109318;100000;125000;127289;113000;102299;92000;85000;85000;82000;81559;75000;100000;100000;85000;90000
3524501;Jaci;80000;NA;NA;NA;110000;89396;250000;140000;80000;90000;90000;90000;90000;100000;75000;90000;110000;100000;110000;90000;90000
3508108;Buritama;80000;80000;88050;80000;110721;98302;104390;93000;95600;80000;80000;74780;75000;78523;69600;75000;81194;90000;80000;80000;80000
3521150;Ipiguá;100000;75000;100000;121428;115000;79521;100000;90000;80000;80000;80000;80000;80000;111538;90000;120000;90000;89271;89271;80000;90000
3500204;Adolfo;NA;80000;NA;NA;120000;89009;100000;100000;80000;90000;90000;90000;90000;90000;70000;70000;80000;90000;90000;90000;90000
3500402;Águas da Prata;NA;NA;NA;NA;NA;NA;0;0;0;120000;120000;60000;90000;90000;90000;0;0;0;0;0;0
3500501;Águas de Lindóia;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3500550;Águas de Santa Bárbara;NA;NA;NA;NA;NA;NA;80333;80000;82000;61651;85000;80000;100000;100000;100000;90000;63000;80000;70000;75000;55000
3500600;Águas de São Pedro;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3500758;Alambari;NA;NA;NA;NA;NA;NA;0;0;75000;88888;100000;92300;70000;80000;72800;80000;80000;80000;80000;80000;80000
3500808;Alfredo Marcondes;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3501202;Álvares Florence;NA;NA;NA;NA;NA;NA;80000;100000;100000;80000;80000;79231;80000;74754;71604;70004;83798;80000;75002;75002;75000
3501301;Álvares Machado;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;75000;75000;75000;80000;100000;100000;100000
3501400;Álvaro de Carvalho;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3503901;Arujá;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3503950;Aspásia;NA;NA;NA;NA;NA;NA;NA;90000;0;88000;101000;90000;85000;85000;85000;85000;85000;85000;85000;90000;90000
3504701;Balbinos;NA;NA;NA;NA;NA;NA;NA;70000;70000;70000;70000;73000;73000;75000;65000;70000;85019;80000;90000;90000;90000
3505005;Barão de Antonina;NA;NA;NA;NA;NA;NA;NA;0;0;0;60000;60000;0;0;0;0;0;0;0;0;0
3505351;Barra do Chapéu;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;50000;50000
3505401;Barra do Turvo;NA;NA;NA;NA;NA;NA;NA;0;0;45000;45000;35000;0;0;0;0;0;0;20000;46000;46000
3505708;Barueri;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3506359;Bertioga;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3506607;Biritiba Mirim;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3506904;Bofete;NA;NA;NA;NA;NA;NA;NA;0;45000;45000;45918;45000;0;70000;75000;60000;60000;80000;80000;71875;71875
3507100;Bom Jesus dos Perdões;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;80000;0;0;0;0;0;0;0;0;0
3507159;Bom Sucesso de Itararé;NA;NA;NA;NA;NA;NA;NA;0;0;0;40000;40000;0;0;0;0;0;0;0;0;0
3513801;;;;;;;;;;;;;;;;;;;;;;
3520426;;;;;;;;;;;;;;;;;;;;;;
3548807;;;;;;;;;;;;;;;;;;;;;;
